image_name, car_x, car_y, car_w, car_h, road_x, road_y, road_w, road_h
frame_55.png, 46, 67, 4, 10, 40, 0, 22, 84
frame_56.png, 46, 67, 4, 10, 39, 0, 23, 84
frame_57.png, 46, 67, 4, 10, 39, 0, 23, 84
frame_58.png, 46, 67, 4, 10, 38, 0, 24, 84
frame_59.png, 46, 67, 4, 10, 38, 0, 24, 84
frame_60.png, 46, 67, 4, 10, 37, 0, 25, 84
frame_61.png, 46, 67, 4, 10, 37, 0, 25, 84
frame_62.png, 46, 67, 4, 10, 36, 0, 26, 84
frame_63.png, 46, 67, 4, 10, 36, 0, 26, 84
frame_64.png, 46, 67, 4, 10, 36, 0, 26, 84
frame_65.png, 46, 67, 4, 10, 35, 0, 27, 84
frame_66.png, 46, 67, 4, 10, 35, 0, 27, 84
frame_67.png, 46, 67, 4, 10, 35, 0, 27, 84
frame_68.png, 46, 67, 4, 10, 35, 0, 27, 84
frame_69.png, 46, 67, 4, 10, 34, 0, 28, 84
frame_70.png, 46, 67, 4, 10, 33, 0, 29, 84
frame_71.png, 46, 67, 4, 10, 33, 0, 29, 84
frame_72.png, 30, 0, 4, 8, 33, 0, 29, 84
frame_73.png, 30, 0, 4, 9, 32, 0, 30, 84
frame_74.png, 46, 67, 4, 10, 32, 0, 29, 84
frame_75.png, 46, 67, 4, 10, 30, 0, 31, 84
frame_76.png, 46, 67, 4, 10, 0, 0, 61, 84
frame_77.png, 31, 4, 4, 9, 0, 0, 61, 84
frame_78.png, 46, 67, 4, 10, 0, 0, 61, 84
frame_79.png, 46, 67, 4, 10, 0, 0, 61, 84
frame_80.png, 46, 67, 4, 10, 0, 0, 61, 84
frame_81.png, 46, 67, 4, 10, 0, 0, 60, 84
frame_82.png, 46, 67, 4, 10, 0, 0, 60, 84
frame_83.png, 46, 67, 4, 10, 0, 0, 61, 84
frame_84.png, 46, 67, 4, 10, 9, 0, 54, 84
frame_85.png, 46, 67, 4, 10, 15, 0, 50, 84
frame_86.png, 46, 67, 4, 10, 19, 0, 48, 84
frame_87.png, 46, 67, 4, 10, 20, 0, 48, 84
frame_88.png, 46, 67, 4, 10, 21, 0, 48, 84
frame_89.png, 46, 67, 4, 10, 20, 0, 50, 84
frame_90.png, 46, 67, 4, 10, 18, 0, 52, 84
frame_91.png, 46, 67, 4, 10, 17, 0, 54, 84
frame_92.png, 46, 67, 4, 10, 16, 0, 55, 84
frame_93.png, 46, 67, 4, 10, 15, 0, 57, 84
frame_94.png, 46, 67, 4, 10, 14, 0, 58, 84
frame_95.png, 46, 67, 4, 10, 13, 0, 60, 84
frame_96.png, 46, 67, 4, 10, 13, 0, 60, 84
frame_97.png, 46, 67, 4, 10, 12, 0, 61, 84
frame_98.png, 46, 67, 4, 10, 12, 0, 62, 84
frame_99.png, 46, 67, 4, 10, 12, 0, 62, 84
frame_100.png, 46, 67, 4, 10, 12, 0, 63, 84
frame_101.png, 46, 67, 4, 10, 12, 0, 64, 84
frame_102.png, 46, 67, 4, 10, 11, 0, 65, 84
frame_103.png, 46, 67, 4, 10, 11, 0, 65, 84
frame_104.png, 46, 67, 4, 10, 11, 0, 66, 84
frame_105.png, 53, 32, 4, 9, 11, 0, 66, 84
frame_106.png, 46, 67, 4, 10, 10, 0, 68, 84
frame_107.png, 46, 67, 4, 10, 10, 0, 68, 84
frame_108.png, 54, 36, 4, 9, 10, 0, 68, 84
frame_109.png, 46, 67, 4, 10, 10, 0, 69, 84
frame_110.png, 46, 67, 4, 10, 10, 0, 69, 84
frame_111.png, 46, 67, 4, 10, 9, 0, 70, 84
frame_112.png, 46, 67, 4, 10, 9, 0, 71, 84
frame_113.png, 46, 67, 4, 10, 9, 0, 71, 84
frame_114.png, 46, 67, 4, 10, 9, 0, 71, 84
frame_115.png, 46, 67, 4, 10, 9, 0, 72, 84
frame_116.png, 46, 67, 4, 10, 9, 0, 72, 84
frame_117.png, 46, 67, 4, 10, 9, 0, 72, 84
frame_118.png, 46, 67, 4, 10, 9, 0, 72, 84
frame_119.png, 46, 67, 4, 10, 9, 0, 72, 84
frame_120.png, 46, 67, 4, 10, 9, 0, 73, 84
frame_121.png, 46, 67, 4, 10, 9, 0, 73, 84
frame_122.png, 46, 67, 4, 10, 9, 0, 73, 84
frame_123.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_124.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_125.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_126.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_127.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_128.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_129.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_130.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_131.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_132.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_133.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_134.png, 46, 67, 4, 10, 7, 0, 76, 84
frame_135.png, 46, 67, 4, 10, 7, 0, 76, 84
frame_136.png, 46, 67, 4, 10, 7, 0, 76, 84
frame_137.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_138.png, 59, 75, 4, 8, 8, 0, 75, 84
frame_139.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_140.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_141.png, 46, 67, 4, 10, 8, 0, 75, 84
frame_142.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_143.png, 46, 67, 4, 10, 7, 0, 75, 84
frame_144.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_145.png, 46, 67, 4, 10, 8, 0, 74, 84
frame_146.png, 46, 67, 4, 10, 8, 0, 73, 84
frame_147.png, 46, 67, 4, 10, 9, 0, 71, 84
frame_148.png, 46, 67, 4, 10, 9, 0, 71, 84
frame_149.png, 46, 67, 4, 10, 10, 0, 69, 84
frame_150.png, 46, 67, 4, 10, 10, 0, 68, 84
frame_151.png, 46, 67, 4, 10, 10, 0, 68, 84
frame_152.png, 46, 67, 4, 10, 11, 0, 66, 84
frame_153.png, 46, 67, 4, 10, 12, 0, 63, 84
frame_154.png, 46, 67, 4, 10, 13, 0, 61, 84
frame_155.png, 46, 67, 4, 10, 13, 0, 60, 84
frame_156.png, 46, 67, 4, 10, 14, 0, 58, 84
frame_157.png, 46, 67, 4, 10, 15, 0, 56, 84
frame_158.png, 46, 67, 4, 10, 16, 0, 54, 84
frame_159.png, 46, 67, 4, 10, 18, 0, 51, 84
frame_160.png, 46, 67, 4, 10, 19, 0, 49, 84
frame_161.png, 46, 67, 4, 10, 19, 0, 49, 84
frame_162.png, 46, 67, 4, 10, 20, 0, 47, 84
frame_163.png, 46, 67, 4, 10, 21, 0, 45, 84
frame_164.png, 46, 67, 4, 10, 22, 0, 43, 84
frame_165.png, 46, 67, 4, 10, 23, 0, 42, 84
frame_166.png, 46, 67, 4, 10, 24, 0, 40, 84
frame_167.png, 46, 67, 4, 10, 25, 0, 39, 84
frame_168.png, 46, 67, 4, 10, 26, 0, 37, 84
frame_169.png, 46, 67, 4, 10, 27, 0, 36, 84
frame_170.png, 46, 67, 4, 10, 28, 0, 34, 84
frame_171.png, 46, 67, 4, 10, 29, 0, 33, 84
frame_172.png, 46, 67, 4, 10, 29, 0, 32, 84
frame_173.png, 46, 67, 4, 10, 30, 0, 31, 84
frame_174.png, 46, 67, 4, 10, 31, 0, 30, 84
frame_175.png, 46, 67, 4, 10, 31, 0, 29, 84
frame_176.png, 46, 67, 4, 10, 32, 0, 28, 84
frame_177.png, 46, 67, 4, 10, 32, 0, 28, 84
frame_178.png, 46, 67, 4, 10, 33, 0, 27, 84
frame_179.png, 46, 67, 4, 10, 34, 0, 26, 84
frame_180.png, 46, 67, 4, 10, 34, 0, 25, 84
frame_181.png, 46, 67, 4, 10, 34, 0, 25, 84
frame_182.png, 46, 67, 4, 10, 34, 0, 25, 84
frame_183.png, 46, 67, 4, 10, 35, 0, 24, 84
frame_184.png, 46, 67, 4, 10, 35, 0, 24, 84
frame_185.png, 46, 67, 4, 10, 35, 0, 24, 84
frame_186.png, 46, 67, 4, 10, 36, 0, 23, 84
frame_187.png, 46, 67, 4, 10, 36, 0, 22, 84
frame_188.png, 46, 67, 4, 10, 36, 0, 22, 84
frame_189.png, 46, 67, 4, 10, 36, 0, 22, 84
frame_190.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_191.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_192.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_193.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_194.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_195.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_196.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_197.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_198.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_199.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_200.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_201.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_202.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_203.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_204.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_205.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_206.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_207.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_208.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_209.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_210.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_211.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_212.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_213.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_214.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_215.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_216.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_217.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_218.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_219.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_220.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_221.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_222.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_223.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_224.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_225.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_226.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_227.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_228.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_229.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_230.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_231.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_232.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_233.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_234.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_235.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_236.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_237.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_238.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_239.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_240.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_241.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_242.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_243.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_244.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_245.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_246.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_247.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_248.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_249.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_250.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_251.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_252.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_253.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_254.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_255.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_256.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_257.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_258.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_259.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_260.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_261.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_262.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_263.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_264.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_265.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_266.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_267.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_268.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_269.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_270.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_271.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_272.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_273.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_274.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_275.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_276.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_277.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_278.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_279.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_280.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_281.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_282.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_283.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_284.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_285.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_286.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_287.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_288.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_289.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_290.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_291.png, 46, 67, 4, 10, 37, 0, 20, 84
frame_292.png, 46, 67, 4, 10, 37, 0, 20, 84
frame_293.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_294.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_295.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_296.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_297.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_298.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_299.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_300.png, 46, 67, 4, 10, 37, 0, 21, 84
frame_301.png, 46, 67, 4, 10, 37, 0, 22, 84
frame_302.png, 46, 67, 4, 10, 37, 0, 22, 84
frame_303.png, 46, 67, 4, 10, 37, 0, 24, 84
frame_304.png, 46, 67, 4, 10, 37, 0, 26, 84
frame_305.png, 46, 67, 4, 10, 37, 0, 33, 84
frame_306.png, 46, 67, 4, 10, 37, 0, 38, 84
frame_307.png, 46, 67, 4, 10, 36, 0, 47, 84
frame_308.png, 46, 67, 4, 10, 35, 0, 51, 84
frame_309.png, 46, 67, 4, 10, 33, 0, 52, 84
frame_310.png, 46, 67, 4, 10, 31, 0, 52, 84
frame_311.png, 46, 67, 4, 10, 29, 0, 52, 84
frame_312.png, 46, 67, 4, 10, 27, 0, 53, 84
frame_313.png, 46, 67, 4, 10, 26, 0, 54, 84
frame_314.png, 46, 67, 4, 10, 25, 0, 56, 84
frame_315.png, 46, 67, 4, 10, 24, 0, 57, 84
frame_316.png, 46, 67, 4, 10, 23, 0, 58, 84
frame_317.png, 46, 67, 4, 10, 22, 0, 59, 84
frame_318.png, 46, 67, 4, 10, 21, 0, 61, 84
frame_319.png, 46, 67, 4, 10, 20, 0, 62, 84
frame_320.png, 46, 67, 4, 10, 20, 0, 63, 84
frame_321.png, 40, 39, 4, 9, 19, 0, 65, 84
frame_322.png, 46, 67, 4, 10, 19, 0, 65, 84
frame_323.png, 46, 67, 4, 10, 18, 0, 66, 84
frame_324.png, 46, 67, 4, 10, 18, 0, 66, 84
frame_325.png, 46, 67, 4, 10, 18, 0, 67, 84
frame_326.png, 46, 67, 4, 10, 17, 0, 68, 84
frame_327.png, 46, 67, 4, 10, 17, 0, 67, 84
frame_328.png, 46, 67, 4, 10, 17, 0, 68, 84
frame_329.png, 46, 67, 4, 10, 17, 0, 68, 84
frame_330.png, 46, 67, 4, 10, 16, 0, 69, 84
frame_331.png, 46, 67, 4, 10, 16, 0, 69, 84
frame_332.png, 46, 67, 4, 10, 16, 0, 70, 84
frame_333.png, 46, 67, 4, 10, 16, 0, 70, 84
frame_334.png, 46, 67, 4, 10, 16, 0, 69, 84
frame_335.png, 46, 67, 4, 10, 16, 0, 69, 84
frame_336.png, 46, 67, 4, 10, 16, 0, 69, 84
frame_337.png, 46, 67, 4, 10, 16, 0, 69, 84
frame_338.png, 36, 74, 4, 9, 16, 0, 69, 84
frame_339.png, 36, 76, 4, 8, 16, 0, 69, 84
frame_340.png, 46, 67, 4, 10, 16, 0, 68, 84
frame_341.png, 46, 67, 4, 10, 17, 0, 67, 84
frame_342.png, 46, 67, 4, 10, 17, 0, 67, 84
frame_343.png, 46, 67, 4, 10, 18, 0, 66, 84
frame_344.png, 46, 67, 4, 10, 19, 0, 64, 84
frame_345.png, 46, 67, 4, 10, 19, 0, 63, 84
frame_346.png, 46, 67, 4, 10, 20, 0, 62, 84
frame_347.png, 46, 67, 4, 10, 21, 0, 60, 84
frame_348.png, 46, 67, 4, 10, 22, 0, 58, 84
frame_349.png, 46, 67, 4, 10, 23, 0, 57, 84
frame_350.png, 46, 67, 4, 10, 24, 0, 55, 84
frame_351.png, 46, 67, 4, 10, 26, 0, 52, 84
frame_352.png, 46, 67, 4, 10, 27, 0, 50, 84
frame_353.png, 46, 67, 4, 10, 28, 0, 47, 84
frame_354.png, 46, 67, 4, 10, 29, 0, 45, 84
frame_355.png, 46, 67, 4, 10, 30, 0, 43, 84
frame_356.png, 46, 67, 4, 10, 31, 0, 40, 84
frame_357.png, 46, 67, 4, 10, 31, 0, 39, 84
frame_358.png, 46, 67, 4, 10, 32, 0, 37, 84
frame_359.png, 46, 67, 4, 10, 33, 0, 35, 84
frame_360.png, 46, 67, 4, 10, 33, 0, 33, 84
frame_361.png, 46, 67, 4, 10, 34, 0, 31, 84
frame_362.png, 46, 67, 4, 10, 34, 0, 31, 84
frame_363.png, 46, 67, 4, 10, 35, 0, 29, 84
frame_364.png, 46, 67, 4, 10, 35, 0, 28, 84
frame_365.png, 46, 67, 4, 10, 35, 0, 27, 84
frame_366.png, 46, 67, 4, 10, 36, 0, 26, 84
frame_367.png, 46, 67, 4, 10, 36, 0, 25, 84
frame_368.png, 46, 67, 4, 10, 36, 0, 24, 84
frame_369.png, 46, 67, 4, 10, 36, 0, 24, 84
frame_370.png, 36, 0, 4, 9, 36, 0, 24, 84
frame_371.png, 46, 67, 4, 10, 37, 0, 23, 84
frame_372.png, 46, 67, 4, 10, 32, 0, 27, 84
frame_373.png, 46, 67, 4, 10, 0, 0, 59, 84
frame_374.png, 46, 67, 4, 10, 0, 0, 59, 84
frame_375.png, 46, 67, 4, 10, 0, 0, 60, 84
frame_376.png, 46, 67, 4, 10, 0, 0, 62, 84
frame_377.png, 46, 67, 4, 10, 0, 0, 64, 84
frame_378.png, 46, 67, 4, 10, 0, 0, 66, 84
frame_379.png, 46, 67, 4, 10, 0, 0, 68, 84
frame_380.png, 46, 67, 4, 10, 0, 0, 71, 84
frame_381.png, 46, 67, 4, 10, 0, 0, 73, 84
frame_382.png, 46, 67, 4, 10, 0, 0, 75, 84
frame_383.png, 46, 67, 4, 10, 0, 0, 78, 84
frame_384.png, 46, 67, 4, 10, 0, 0, 80, 84
frame_385.png, 46, 67, 4, 10, 0, 0, 81, 84
frame_386.png, 46, 67, 4, 10, 0, 0, 83, 84
frame_387.png, 46, 67, 4, 10, 0, 0, 85, 84
frame_388.png, 46, 67, 4, 10, 0, 0, 86, 84
frame_389.png, 46, 67, 4, 10, 0, 0, 87, 84
frame_390.png, 46, 67, 4, 10, 0, 0, 88, 84
frame_391.png, 46, 67, 4, 10, 0, 0, 89, 84
frame_392.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_393.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_394.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_395.png, 46, 67, 4, 10, 0, 0, 91, 84
frame_396.png, 46, 67, 4, 10, 0, 0, 91, 84
frame_397.png, 46, 67, 4, 10, 0, 0, 91, 84
frame_398.png, 46, 67, 4, 10, 0, 0, 91, 84
frame_399.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_400.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_401.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_402.png, 46, 67, 4, 10, 0, 0, 90, 84
frame_403.png, 46, 67, 4, 10, 0, 0, 89, 84
frame_404.png, 46, 67, 4, 10, 0, 0, 88, 84
frame_405.png, 46, 67, 4, 10, 0, 0, 87, 84
frame_406.png, 46, 67, 4, 10, 0, 0, 86, 84
frame_407.png, 46, 67, 4, 10, 0, 0, 84, 84
frame_408.png, 46, 67, 4, 10, 0, 0, 83, 84
frame_409.png, 46, 67, 4, 10, 0, 0, 81, 84
frame_410.png, 46, 67, 4, 10, 0, 0, 80, 84
frame_411.png, 46, 67, 4, 10, 0, 0, 78, 84
frame_412.png, 46, 67, 4, 10, 0, 0, 77, 84
frame_413.png, 46, 67, 4, 10, 0, 0, 76, 84
frame_414.png, 46, 67, 4, 10, 0, 0, 74, 84
frame_415.png, 46, 67, 4, 10, 0, 0, 73, 84
frame_416.png, 46, 67, 4, 10, 0, 0, 72, 84
frame_417.png, 46, 67, 4, 10, 0, 0, 71, 84
frame_418.png, 46, 67, 4, 10, 0, 0, 70, 84
frame_419.png, 46, 67, 4, 10, 0, 0, 69, 84
frame_420.png, 46, 67, 4, 10, 4, 0, 64, 84
frame_421.png, 46, 67, 4, 10, 8, 0, 60, 84
frame_422.png, 46, 67, 4, 10, 11, 0, 57, 84
frame_423.png, 46, 67, 4, 10, 14, 0, 55, 84
frame_424.png, 46, 67, 4, 10, 17, 0, 54, 84
frame_425.png, 46, 67, 4, 10, 20, 0, 52, 84
frame_426.png, 46, 67, 4, 10, 21, 0, 52, 84
frame_427.png, 46, 67, 4, 10, 21, 0, 52, 84
frame_428.png, 46, 67, 4, 10, 21, 0, 53, 84
frame_429.png, 46, 67, 4, 10, 21, 0, 53, 84
frame_430.png, 46, 67, 4, 10, 20, 0, 54, 84
frame_431.png, 46, 67, 4, 10, 19, 0, 55, 84
frame_432.png, 46, 67, 4, 10, 18, 0, 56, 84
frame_433.png, 0, 0, 0, 0, 17, 0, 57, 84
frame_434.png, 0, 0, 0, 0, 17, 0, 57, 84
frame_435.png, 0, 0, 0, 0, 17, 0, 58, 84
frame_436.png, 0, 0, 0, 0, 17, 0, 58, 84
frame_437.png, 0, 0, 0, 0, 17, 0, 58, 84
frame_438.png, 0, 0, 0, 0, 17, 0, 58, 84
frame_439.png, 0, 0, 0, 0, 17, 0, 58, 84
frame_440.png, 0, 0, 0, 0, 17, 0, 58, 84
frame_441.png, 46, 67, 6, 10, 17, 0, 58, 84
frame_442.png, 46, 67, 6, 10, 17, 0, 57, 84
frame_443.png, 46, 67, 6, 13, 17, 0, 57, 84
frame_444.png, 0, 0, 0, 0, 17, 0, 56, 84
frame_445.png, 0, 0, 0, 0, 17, 0, 56, 84
frame_446.png, 0, 0, 0, 0, 18, 0, 54, 84
frame_447.png, 46, 67, 4, 10, 18, 0, 53, 84
frame_448.png, 46, 67, 4, 10, 19, 0, 51, 84
